path,frequency_hz,q25_db_rel_3600,median_db_rel_3600,q75_db_rel_3600
SIP D/A-A/D,40.0390625,-30.084237061506997,-27.96468977106063,-25.882780771058336
SIP D/A-A/D,40.52734375,-29.768080850271666,-27.899466478974336,-25.911747525446287
SIP D/A-A/D,41.015625,-29.454872234580094,-27.829250145759545,-25.941286491606142
SIP D/A-A/D,41.50390625,-29.26486931160158,-27.75418296543219,-25.971327632969896
SIP D/A-A/D,41.9921875,-29.22981423678774,-27.612119631182406,-26.001793791763475
SIP D/A-A/D,42.48046875,-28.930470837525256,-27.391934057760615,-25.888406916271016
SIP D/A-A/D,42.96875,-28.815418747014633,-27.17365366002177,-25.690782826314617
SIP D/A-A/D,43.45703125,-28.733043818750495,-27.13202664350801,-25.497269053783562
SIP D/A-A/D,43.9453125,-28.766635222058042,-27.11867205838494,-25.307740039687303
SIP D/A-A/D,44.43359375,-28.785611695682263,-27.10441367479276,-25.12207648912579
SIP D/A-A/D,44.921875,-28.594080809156694,-27.089091316047444,-24.940164919285714
SIP D/A-A/D,45.41015625,-28.3805130731607,-26.844549588163048,-24.761897245634266
SIP D/A-A/D,45.8984375,-28.241052988814378,-26.672362854588854,-24.66935096914102
SIP D/A-A/D,46.38671875,-28.162915806018287,-26.586564313596337,-24.744853048097287
SIP D/A-A/D,46.875,-28.07896001695369,-26.495696989957988,-24.8217820381584
SIP D/A-A/D,47.36328125,-28.02563348458382,-26.400042389858843,-24.900037829337034
SIP D/A-A/D,47.8515625,-27.97139291983163,-26.31617484269362,-24.97950467402283
SIP D/A-A/D,48.33984375,-27.83167736093025,-26.195532499008465,-24.936603382044066
SIP D/A-A/D,48.828125,-27.689611297610917,-26.08726622715771,-24.749775225942084
SIP D/A-A/D,49.31640625,-27.58017124895756,-26.03060417350893,-24.565768267385113
SIP D/A-A/D,49.8046875,-27.36301497958403,-25.919913651470292,-24.384566841247118
SIP D/A-A/D,50.29296875,-27.10601926019811,-25.83467565183595,-24.326447138756723
SIP D/A-A/D,50.78125,-26.95614069178026,-25.775421489392166,-24.226822992752133
