path,frequency_hz,q25_db_rel_3600,median_db_rel_3600,q75_db_rel_3600
SIP D/A-A/D,1575.1953125,4.166435247502836,4.357528276457764,4.566416239698108
SIP D/A-A/D,1575.68359375,4.167493058642642,4.357065512958316,4.564543299349676
SIP D/A-A/D,1576.171875,4.168552714240252,4.356588972822022,4.562640090656189
SIP D/A-A/D,1576.66015625,4.16961374533944,4.356098345924159,4.56070672470629
SIP D/A-A/D,1577.1484375,4.171316561221806,4.355593326248689,4.558743326947908
SIP D/A-A/D,1577.63671875,4.173610902659852,4.355073612132401,4.559830382007107
SIP D/A-A/D,1578.125,4.175913665061812,4.354538906507184,4.561380364612883
SIP D/A-A/D,1578.61328125,4.17822387409965,4.353988917140333,4.5629030351108675
SIP D/A-A/D,1579.1015625,4.180540558995676,4.353423356872685,4.5643973838841845
SIP D/A-A/D,1579.58984375,4.182862752958717,4.352841943854581,4.565862415424705
SIP D/A-A/D,1580.078125,4.185189493614797,4.352244401779362,4.567297148807354
SIP D/A-A/D,1580.56640625,4.188319315165985,4.351630460114451,4.56870061815502
SIP D/A-A/D,1581.0546875,4.192755254806173,4.350999854329708,4.57007187309396
SIP D/A-A/D,1581.54296875,4.197188462428169,4.350352326123129,4.571409979199639
SIP D/A-A/D,1582.03125,4.201617459848257,4.3496876236435895,4.572714018432977
SIP D/A-A/D,1582.51953125,4.206040779367064,4.349005501710638,4.573983089566852
SIP D/A-A/D,1583.0078125,4.2104569643703975,4.348563662885246,4.575216308602845
SIP D/A-A/D,1583.49609375,4.214864569918313,4.3485557370831005,4.576412809178206
SIP D/A-A/D,1583.984375,4.219262163322278,4.348520928593819,4.57586690462592
SIP D/A-A/D,1584.47265625,4.2234633015177625,4.348458668134754,4.574784368075362
SIP D/A-A/D,1584.9609375,4.22454353192118,4.348368403341529,4.573647368294202
SIP D/A-A/D,1585.44921875,4.225594854027667,4.348249599100554,4.572456079241654
SIP D/A-A/D,1585.9375,4.22661672375153,4.3481017378733515,4.571210694600932
SIP D/A-A/D,1586.42578125,4.227608611659365,4.347924320012629,4.5699114277597745
SIP D/A-A/D,1586.9140625,4.228570003157791,4.347716864070041,4.5685585117840635
SIP D/A-A/D,1587.40234375,4.22950039867334,4.3474789070955495,4.567152199384529
SIP D/A-A/D,1587.890625,4.230399313824627,4.347210004928312,4.565692762876429
SIP D/A-A/D,1588.37890625,4.2312662795866425,4.346909732479024,4.564180494132261
SIP D/A-A/D,1588.8671875,4.232100842447383,4.346577684003668,4.562615704527414
SIP D/A-A/D,1589.35546875,4.231498816367191,4.34621347336859,4.5609987248787744
SIP D/A-A/D,1589.84375,4.231253397696067,4.345816734306836,4.559329905376192
SIP D/A-A/D,1590.33203125,4.233465381879416,4.34538712066571,4.5576096155068155
SIP D/A-A/D,1590.8203125,4.23510654571022,4.34492430664547,4.55583824397229
SIP D/A-A/D,1591.30859375,4.23577284432447,4.344427987029106,4.554016198598677
SIP D/A-A/D,1591.796875,4.236404352531974,4.343897877403196,4.552143906239196
SIP D/A-A/D,1592.28515625,4.237000729146773,4.343333714369658,4.550221812669669
SIP D/A-A/D,1592.7734375,4.237561649470891,4.342735255748527,4.548250382476654
SIP D/A-A/D,1593.26171875,4.2380868053818395,4.342102280771505,4.5462300989382225
SIP D/A-A/D,1593.75,4.238575905412535,4.341434590266394,4.545624987054261
SIP D/A-A/D,1594.23828125,4.239028674823723,4.340732006832265,4.545803440949361
SIP D/A-A/D,1594.7265625,4.239444855668905,4.339994375005333,4.545957144290079
SIP D/A-A/D,1595.21484375,4.239824206851786,4.339221561415515,4.546085678954245
SIP D/A-A/D,1595.703125,4.240166504176341,4.3384134549335664,4.546188641013508
SIP D/A-A/D,1596.19140625,4.240471540389455,4.337569966808791,4.546265640966476
SIP D/A-A/D,1596.6796875,4.240604102960599,4.33669103079725,4.546316303964787
SIP D/A-A/D,1597.16796875,4.240011749875372,4.335776603280414,4.546340270031804
SIP D/A-A/D,1597.65625,4.239393317380105,4.335887845304123,4.5463371942741215
SIP D/A-A/D,1598.14453125,4.238748716856803,4.338444885447284,4.546306747085653
SIP D/A-A/D,1598.6328125,4.238077875161446,4.34099629988378,4.546248614344312
SIP D/A-A/D,1599.12109375,4.237380734688496,4.343541427076475,4.546162497601275
SIP D/A-A/D,1599.609375,4.236657253428128,4.34695607311937,4.546048114262695
SIP D/A-A/D,1600.09765625,4.235907405016273,4.35032835458638,4.545905197763886
SIP D/A-A/D,1600.5859375,4.235131178777359,4.353652510987791,4.546025453362719
SIP D/A-A/D,1601.07421875,4.2343285797598265,4.356927806639615,4.548441280181164
SIP D/A-A/D,1601.5625,4.233499628764311,4.360153530765755,4.550827613709516
SIP D/A-A/D,1602.05078125,4.23555799416789,4.363328997635588,4.553183811088377
SIP D/A-A/D,1602.5390625,4.237874498520097,4.3664535466911465,4.55550924872699
SIP D/A-A/D,1603.02734375,4.240171692459635,4.369526542663976,4.557803322419754
SIP D/A-A/D,1603.515625,4.239418413173376,4.372547375681821,4.560065447452592
SIP D/A-A/D,1604.00390625,4.238442496123243,4.3755154613651985,4.562295058699163
SIP D/A-A/D,1604.4921875,4.237405699349394,4.3745195601554805,4.564491610707122
SIP D/A-A/D,1604.98046875,4.2363083601414,4.373362262439756,4.5666545777744565
SIP D/A-A/D,1605.46875,4.235150840349538,4.3757690377931455,4.568783454016036
SIP D/A-A/D,1605.95703125,4.2339335263163465,4.375710940328401,4.570877753420467
SIP D/A-A/D,1606.4453125,4.232656828799704,4.373557481633244,4.572937009897358
SIP D/A-A/D,1606.93359375,4.231321182887347,4.371384982497906,4.574960777315119
SIP D/A-A/D,1607.421875,4.229076381122298,4.369194463577255,4.576948629529357
SIP D/A-A/D,1607.91015625,4.22641929770113,4.366986957495596,4.576437112649975
SIP D/A-A/D,1608.3984375,4.223741596195329,4.364763508434614,4.575119297927306
SIP D/A-A/D,1608.88671875,4.222328095112035,4.362525171712682,4.573750708388964
SIP D/A-A/D,1609.375,4.222643380056383,4.360273013355711,4.572331733374217
SIP D/A-A/D,1609.86328125,4.2220967960495495,4.358008109659571,4.5708627870781475
SIP D/A-A/D,1610.3515625,4.220362715584065,4.355731546744206,4.569344308414141
SIP D/A-A/D,1610.83984375,4.218574030178421,4.353444420099533,4.56777676086633
SIP D/A-A/D,1611.328125,4.216731388604361,4.351147834123225,4.566160632332021
SIP D/A-A/D,1611.81640625,4.214835462625834,4.348842901650525,4.564496434954078
SIP D/A-A/D,1612.3046875,4.212886946815558,4.346530743476213,4.56278470494323
SIP D/A-A/D,1612.79296875,4.2108865583622705,4.344212487868813,4.561026002390265
SIP D/A-A/D,1613.28125,4.208835036868666,4.34188927007728,4.559220911068088
SIP D/A-A/D,1613.76953125,4.206733144139885,4.33956223183023,4.5573700382236755
SIP D/A-A/D,1614.2578125,4.2045816639625135,4.337232520827955,4.555474014359782
SIP D/A-A/D,1614.74609375,4.202381401874091,4.334901290227339,4.553533493006505
SIP D/A-A/D,1615.234375,4.200167752403497,4.332569698119907,4.551549150482614
SIP D/A-A/D,1615.72265625,4.1986537224043206,4.330238907003146,4.549521685646617
SIP D/A-A/D,1616.2109375,4.197121129011262,4.327910083245408,4.547451819637585
SIP D/A-A/D,1616.69921875,4.1955704553324145,4.325584396544457,4.545340295605698
SIP D/A-A/D,1617.1875,4.194002197267559,4.323263019380042,4.54318787843249
SIP D/A-A/D,1617.67578125,4.192416863297027,4.32094712646062,4.540995354440779
SIP D/A-A/D,1618.1640625,4.190814974263798,4.318637894164536,4.538763531094286
SIP D/A-A/D,1618.65234375,4.18919706314874,4.318707598693175,4.536493236686937
SIP D/A-A/D,1619.140625,4.187563674839141,4.319247947024262,4.534185320021806
SIP D/A-A/D,1619.62890625,4.185915365890521,4.319755491786053,4.531840650079751
SIP D/A-A/D,1620.1171875,4.18425270428182,4.319719313315042,4.5294601156776855
SIP D/A-A/D,1620.60546875,4.18257626916405,4.317165111628712,4.5270446251165755
SIP D/A-A/D,1621.09375,4.180886650602424,4.314639220882331,4.524595105819074
SIP D/A-A/D,1621.58203125,4.179184449312069,4.312142448820259,4.523069399640902
SIP D/A-A/D,1622.0703125,4.177470276387417,4.3096755946097955,4.522447046305789
SIP D/A-A/D,1622.55859375,4.175744753025294,4.310477474945081,4.521799739817119
SIP D/A-A/D,1623.046875,4.174008510241872,4.311600890305226,4.521127955703173
SIP D/A-A/D,1623.53515625,4.172262188583485,4.312691166856408,4.520432182956347
SIP D/A-A/D,1624.0234375,4.170506437831487,4.313748317065489,4.519712923797404
SIP D/A-A/D,1624.51171875,4.168741916701175,4.314772368471714,4.518970693432617
SIP D/A-A/D,1625.0,4.166969292534933,4.315763363561148,4.518206019803949
SIP D/A-A/D,1625.48828125,4.16518924098966,4.316721359635682,4.517419443332253
SIP D/A-A/D,1625.9765625,4.163402445718628,4.317646428676684,4.5166115166536445
SIP D/A-A/D,1626.46484375,4.161609598047875,4.3185386572033675,4.515782804349057
SIP D/A-A/D,1626.953125,4.159811396647215,4.319398146125973,4.514933882667101
SIP D/A-A/D,1627.44140625,4.158008547196048,4.320225010593822,4.514065339240269
SIP D/A-A/D,1627.9296875,4.156201762044061,4.321019379838369,4.5131777727946165
SIP D/A-A/D,1628.41796875,4.1543917598669555,4.319466977289443,4.512271792852973
SIP D/A-A/D,1628.90625,4.152579265317369,4.316487283269899,4.511348019431815
SIP D/A-A/D,1629.39453125,4.150765008671074,4.313521305445459,4.510407082731819
SIP D/A-A/D,1629.8828125,4.148949725468676,4.310569984419032,4.508208007055192
SIP D/A-A/D,1630.37109375,4.147134156152898,4.307634252151622,4.505895413513211
SIP D/A-A/D,1630.859375,4.145319045701675,4.3047150315111615,4.503594635392277
SIP D/A-A/D,1631.34765625,4.143505143257128,4.301813235824185,4.501306579017779
SIP D/A-A/D,1631.8359375,4.141693201750706,4.298929768430674,4.499032146411529
SIP D/A-A/D,1632.32421875,4.139883977524549,4.296513700171058,4.496772234811896
SIP D/A-A/D,1632.8125,4.138878905464142,4.293384696460481,4.49452773619414
SIP D/A-A/D,1633.30078125,4.1389068485468234,4.290398210363509,4.492299536791425
SIP D/A-A/D,1633.7890625,4.138916667379161,4.287596874434799,4.49008851661668
SIP D/A-A/D,1634.27734375,4.138908974320965,4.284818218380855,4.487895548985706
SIP D/A-A/D,1634.765625,4.13888438676332,4.282063076490328,4.485721500041883
SIP D/A-A/D,1635.25390625,4.138843526743669,4.279332270064086,4.4835672282827
SIP D/A-A/D,1635.7421875,4.138787020558967,4.276626607006756,4.481905458610737
SIP D/A-A/D,1636.23046875,4.138715498377133,4.273946881424202,4.48280164162424
SIP D/A-A/D,1636.71875,4.1386295938469315,4.271293873227442,4.483672124494019
SIP D/A-A/D,1637.20703125,4.138529943706498,4.268668347743115,4.484517091495329
SIP D/A-A/D,1637.6953125,4.137847184507361,4.2660710553309915,4.485336736179172
SIP D/A-A/D,1638.18359375,4.134515166849228,4.2635027310086935,4.486131261214526
SIP D/A-A/D,1638.671875,4.131218262392503,4.260964094084056,4.486900878227303
SIP D/A-A/D,1639.16015625,4.127957696348488,4.258455847795301,4.4876458076359675
SIP D/A-A/D,1639.6484375,4.12473467946127,4.255978678959451,4.487889217585039
SIP D/A-A/D,1640.13671875,4.121550407377172,4.252711132949617,4.4867464506947305
SIP D/A-A/D,1640.625,4.118406060018972,4.249447743082759,4.484503516257322
SIP D/A-A/D,1641.11328125,4.11530280096533,4.246229491425775,4.481640958196214
SIP D/A-A/D,1641.6015625,4.112241776836051,4.24318372606451,4.478790868007037
SIP D/A-A/D,1642.08984375,4.109224116683547,4.24246866547547,4.4759545448426525
SIP D/A-A/D,1642.578125,4.1062509313911,4.241803973066476,4.473133288010174
SIP D/A-A/D,1643.06640625,4.103323313078422,4.2395627555818995,4.470328396296333
SIP D/A-A/D,1643.5546875,4.100780696516724,4.237356852182962,4.467541167287624
SIP D/A-A/D,1644.04296875,4.0992655388022845,4.235187415040495,4.464772896685592
SIP D/A-A/D,1644.53125,4.097771955087558,4.234411602526522,4.4620248776177105
SIP D/A-A/D,1645.01953125,4.096300650081997,4.234080711641627,4.4592983999441484
SIP D/A-A/D,1645.5078125,4.094852321034906,4.233807103915084,4.456594749560933
SIP D/A-A/D,1645.99609375,4.093427657341008,4.233591118443629,4.453915207699886
SIP D/A-A/D,1646.484375,4.092027340149211,4.233433066688244,4.4512610502257175
SIP D/A-A/D,1646.97265625,4.090652041974683,4.233333232268898,4.448633546930839
SIP D/A-A/D,1647.4609375,4.089302426314696,4.233291870776761,4.446033960828237
SIP D/A-A/D,1647.94921875,4.087979147268332,4.233309209604068,4.44346354744292
SIP D/A-A/D,1648.4375,4.086682849160468,4.233385447791816,4.440923554102445
SIP D/A-A/D,1648.92578125,4.0854141661702466,4.233520755895451,4.438415219226932
SIP D/A-A/D,1649.4140625,4.08417372196432,4.233715275868746,4.435939771619157
SIP D/A-A/D,1649.90234375,4.082962129335145,4.233969120965869,4.433498429755117
SIP D/A-A/D,1650.390625,4.08177998984461,4.234282375661914,4.431092401075702
SIP D/A-A/D,1650.87890625,4.080627893473238,4.234655095591838,4.429639958965508
SIP D/A-A/D,1651.3671875,4.07950641827529,4.235087307507956,4.428543775546093
SIP D/A-A/D,1651.85546875,4.078416130039941,4.235579009256026,4.427488922471577
SIP D/A-A/D,1652.34375,4.077357581958915,4.236130169769965,4.426475731834129
SIP D/A-A/D,1652.83203125,4.076331314300721,4.236740729085151,4.425504515099708
SIP D/A-A/D,1653.3203125,4.075337854091838,4.237410598370401,4.4245755629318495
SIP D/A-A/D,1653.80859375,4.074377714805041,4.238139659978517,4.423689145028552
SIP D/A-A/D,1654.296875,4.073451396055161,4.238927767515397,4.422845509972384
SIP D/A-A/D,1654.78515625,4.072559383302487,4.239774745927626,4.422044885093944
SIP D/A-A/D,1655.2734375,4.0717021475641175,4.240680391608482,4.4212874763488275
SIP D/A-A/D,1655.76171875,4.070880145133374,4.241644472522227,4.420573468208225
SIP D/A-A/D,1656.25,4.0700938173076615,4.242666728346606,4.419903023563213
SIP D/A-A/D,1656.73828125,4.069343590124874,4.24374687063336,4.41927628364288
SIP D/A-A/D,1657.2265625,4.068629874108632,4.2448500768732185,4.418693367946333
SIP D/A-A/D,1657.71484375,4.067953064022555,4.245673517938542,4.418154374188686
SIP D/A-A/D,1658.203125,4.066855569981021,4.246538826166847,4.4176593782610345
SIP D/A-A/D,1658.69140625,4.065314866542432,4.2474453985371845,4.417208434204517
SIP D/A-A/D,1659.1796875,4.063796730510463,4.248392614296083,4.416801574198442
SIP D/A-A/D,1659.66796875,4.062301536448472,4.249379835295731,4.416438808562503
SIP D/A-A/D,1660.15625,4.0608296457566695,4.250406406341696,4.41612012577313
SIP D/A-A/D,1660.64453125,4.059381406540857,4.2514716555498735,4.4158454924938795
SIP D/A-A/D,1661.1328125,4.057957153489436,4.252574894712415,4.415614853619922
SIP D/A-A/D,1661.62109375,4.056557207758739,4.253316716409169,4.415428132336526
SIP D/A-A/D,1662.109375,4.055181876866739,4.252014868621853,4.415285230191525
SIP D/A-A/D,1662.59765625,4.053831454595224,4.250765240323862,4.415186027181681
SIP D/A-A/D,1663.0859375,4.052506220900494,4.249568569479011,4.415130381852882
SIP D/A-A/D,1663.57421875,4.0512064418326155,4.248425572411072,4.4151181314140455
SIP D/A-A/D,1664.0625,4.049932369463304,4.247336943326455,4.415149091864686
SIP D/A-A/D,1664.55078125,4.048684241822441,4.246303353848381,4.41522305813597
SIP D/A-A/D,1665.0390625,4.047462282843303,4.2453254525631,4.4153398042451535
SIP D/A-A/D,1665.52734375,4.046266702316477,4.244403864578521,4.41549908346329
SIP D/A-A/D,1666.015625,4.045097695852498,4.243539191095675,4.41570062849596
SIP D/A-A/D,1666.50390625,4.043955444853237,4.242732008993464,4.415944151677011
SIP D/A-A/D,1666.9921875,4.042840116492044,4.241982870427072,4.416229345174962
SIP D/A-A/D,1667.48046875,4.043364072622976,4.241292302440374,4.416555881212007
SIP D/A-A/D,1667.96875,4.044759714075153,4.240660806592837,4.4169234122953736
SIP D/A-A/D,1668.45703125,4.046204826256695,4.240088858601156,4.417331571460812
SIP D/A-A/D,1668.9453125,4.047698675485707,4.239576907996066,4.417779972528027
SIP D/A-A/D,1669.43359375,4.049240505502209,4.239125377794621,4.418268210367811
SIP D/A-A/D,1669.921875,4.050829537917504,4.23873466418827,4.418795861180616
SIP D/A-A/D,1670.41015625,4.052464972676101,4.2384051362470645,4.419362482786352
SIP D/A-A/D,1670.8984375,4.054145988529738,4.238137135640279,4.41996761492514
SIP D/A-A/D,1671.38671875,4.0558717435231,4.237930976373697,4.420610779568729
SIP D/A-A/D,1671.875,4.057641375490763,4.237786944543895,4.421291481242362
SIP D/A-A/D,1672.36328125,4.059454002564963,4.2377052981096766,4.422009207356722
SIP D/A-A/D,1672.8515625,4.0613087236936725,4.237686266680987,4.422763428549764
SIP D/A-A/D,1673.33984375,4.063204619168573,4.237730051325439,4.423553599038067
SIP D/A-A/D,1673.828125,4.065140751162477,4.237836824392699,4.424379156977426
SIP D/A-A/D,1674.31640625,4.067116164275648,4.238006729356893,4.4252395248323975
SIP D/A-A/D,1674.8046875,4.069129886090675,4.238239880677157,4.4261341097544245
SIP D/A-A/D,1675.29296875,4.07008476514732,4.238536363676547,4.4270623039683175
SIP D/A-A/D,1675.78125,4.070892143682053,4.238896234439374,4.428023485166645
SIP D/A-A/D,1676.26953125,4.071738371412944,4.2393195197270535,4.429017016911816
SIP D/A-A/D,1676.7578125,4.072623149225085,4.239806216912616,4.430042249045465
SIP D/A-A/D,1677.24609375,4.073546161251152,4.240356293933884,4.431098518104814
SIP D/A-A/D,1677.734375,4.074507075074242,4.240969689265376,4.432185147745652
SIP D/A-A/D,1678.22265625,4.075505541940634,4.241646311908981,4.4333014491716565
SIP D/A-A/D,1678.7109375,4.076541196982357,4.242386041403394,4.43444672156963
SIP D/A-A/D,1679.19921875,4.077613659449303,4.243188727852258,4.435620252550361
SIP D/A-A/D,1679.6875,4.0787225329508106,4.2440541919710855,4.436821318594752
SIP D/A-A/D,1680.17578125,4.079867405706367,4.244982225152764,4.438049185504858
SIP D/A-A/D,1680.6640625,4.081047850805349,4.245972589551701,4.43930310885948
SIP D/A-A/D,1681.15234375,4.082263426475516,4.247025018186422,4.440582334474003
SIP D/A-A/D,1681.640625,4.0835136763600355,4.248139215060573,4.441886098864087
SIP D/A-A/D,1682.12890625,4.084798129802873,4.249314855302142,4.443213629712886
SIP D/A-A/D,1682.6171875,4.086116302142236,4.250551585320812,4.444564146341461
SIP D/A-A/D,1683.10546875,4.087467695011875,4.251849022983222,4.445936860182
SIP D/A-A/D,1683.59375,4.088851796650011,4.253206757805982,4.447330975253564
SIP D/A-A/D,1684.08203125,4.0902680822155935,4.255201411284811,4.448745688639958
SIP D/A-A/D,1684.5703125,4.091716014111701,4.257413388875703,4.450180190969442
SIP D/A-A/D,1685.05859375,4.093195042315757,4.259632930033861,4.451633666895878
SIP D/A-A/D,1685.546875,4.09470460471637,4.261859106690759,4.453105295581091
SIP D/A-A/D,1686.03515625,4.096244127456473,4.264840798720044,4.454594251177993
SIP D/A-A/D,1686.5234375,4.097813025282555,4.268668892039725,4.4560997033142105
SIP D/A-A/D,1687.01171875,4.09941070189966,4.272534668008461,4.457620817575926
SIP D/A-A/D,1687.5,4.101036550331912,4.276230849332209,4.4591567559915255
SIP D/A-A/D,1687.98828125,4.102689953288311,4.27660859288122,4.460706677514817
SIP D/A-A/D,1688.4765625,4.1043702835334726,4.280267608081361,4.46226973850749
SIP D/A-A/D,1688.96484375,4.106076904263063,4.283960711295254,4.463845093220495
SIP D/A-A/D,1689.453125,4.107809169483681,4.287686131932509,4.465431894274078
SIP D/A-A/D,1689.94140625,4.109566424396855,4.291442087185166,4.467029293136146
SIP D/A-A/D,1690.4296875,4.111348005786899,4.295019548577094,4.468636440598697
SIP D/A-A/D,1690.91796875,4.1131532424123565,4.2950416629711174,4.470252487252043
SIP D/A-A/D,1691.40625,4.11498145540075,4.295079571731886,4.471876583956518
SIP D/A-A/D,1691.89453125,4.116831958646343,4.2951332699133875,4.473507882311417
SIP D/A-A/D,1692.3828125,4.1187040592106205,4.295202742526768,4.475145535120943
SIP D/A-A/D,1692.87109375,4.1205970577253,4.295411683998462,4.476788696856814
SIP D/A-A/D,1693.359375,4.122510248797461,4.297616801416606,4.47843652411739
SIP D/A-A/D,1693.84765625,4.124442921416623,4.299812708667968,4.4800881760829725
SIP D/A-A/D,1694.3359375,4.126394359363452,4.301998497770708,4.481742814967134
SIP D/A-A/D,1694.82421875,4.12836384161986,4.304173266452732,4.483399606463746
SIP D/A-A/D,1695.3125,4.130781805183633,4.306336118609907,4.485057720189589
SIP D/A-A/D,1695.80078125,4.133494855992392,4.30848616475943,4.486716330122215
SIP D/A-A/D,1696.2890625,4.13621906834352,4.310622522488083,4.488374615032963
SIP D/A-A/D,1696.77734375,4.1389532247334495,4.312744316895224,4.490031758914814
SIP D/A-A/D,1697.265625,4.141696110995363,4.314850681030352,4.491686951404995
SIP D/A-A/D,1697.75390625,4.144446516871972,4.316940756325066,4.493339388202015
SIP D/A-A/D,1698.2421875,4.147203236581207,4.319013693019287,4.494988271477096
SIP D/A-A/D,1698.73046875,4.14996506937455,4.3217440857444975,4.496632810279683
SIP D/A-A/D,1699.21875,4.152730820087829,4.3246611106938255,4.497144293573239
SIP D/A-A/D,1699.70703125,4.1554992996842675,4.32761116708712,4.4968113166027415
SIP D/A-A/D,1700.1953125,4.158269325789578,4.330593102263754,4.4964788379666105
SIP D/A-A/D,1700.68359375,4.161039723218932,4.333605750649937,4.4961463017645995
SIP D/A-A/D,1701.171875,4.16380932449563,4.336647934356207,4.495813151472637
SIP D/A-A/D,1701.66015625,4.1665769703613185,4.339718463777946,4.495478830289479
SIP D/A-A/D,1702.1484375,4.169341510277598,4.342816138198607,4.495660137561481
SIP D/A-A/D,1702.63671875,4.17210180291889,4.3459397463950165,4.4989196750861
SIP D/A-A/D,1703.125,4.174856716656411,4.347657003633193,4.499899446410834
SIP D/A-A/D,1703.61328125,4.177605130033185,4.348854676531991,4.5001468330895555
SIP D/A-A/D,1704.1015625,4.180156910653915,4.350055299309236,4.500400556888071
SIP D/A-A/D,1704.58984375,4.1809639980166,4.351258402766553,4.501503275367948
SIP D/A-A/D,1705.078125,4.18176203009283,4.352463515299062,4.503971539936608
SIP D/A-A/D,1705.56640625,4.182550453955539,4.353670163165686,4.506403382058553
SIP D/A-A/D,1706.0546875,4.183328719625454,4.354877870759785,4.508798104548827
SIP D/A-A/D,1706.54296875,4.184096280409046,4.35608616088,4.511155029699123
SIP D/A-A/D,1707.03125,4.184852593233627,4.357294555001038,4.513473499505695
SIP D/A-A/D,1707.51953125,4.185597118979442,4.358502573544363,4.515752875887965
SIP D/A-A/D,1708.0078125,4.186329322808539,4.359709736148532,4.51457601761007
SIP D/A-A/D,1708.49609375,4.187839706018281,4.360915561939098,4.512714427137914
SIP D/A-A/D,1708.984375,4.190011984691532,4.36211956979785,4.510848352538781
SIP D/A-A/D,1709.47265625,4.192180464848589,4.363321278631302,4.508977690228015
SIP D/A-A/D,1709.9609375,4.194344475970632,4.364520207638233,4.508863311002915
SIP D/A-A/D,1710.44921875,4.196503355129036,4.365715876576167,4.511348331152019
SIP D/A-A/D,1710.9375,4.1986564473109285,4.366907806026615,4.513830640253329
SIP D/A-A/D,1711.42578125,4.200803105739086,4.3680955176589364,4.516309269664827
SIP D/A-A/D,1711.9140625,4.202942692186115,4.369278534492701,4.518783253979101
SIP D/A-A/D,1712.40234375,4.205074577282764,4.370456381158429,4.521251631462055
SIP D/A-A/D,1712.890625,4.207198140820265,4.371628584156472,4.523713444487042
SIP D/A-A/D,1713.37890625,4.209312772046564,4.372794672114024,4.5261677399643565
SIP D/A-A/D,1713.8671875,4.211417869956395,4.373954176040084,4.528613569765794
SIP D/A-A/D,1714.35546875,4.213512843575028,4.375106629578176,4.531049991144166
SIP D/A-A/D,1714.84375,4.215597112235633,4.376251569256832,4.533476067147622
SIP D/A-A/D,1715.33203125,4.217670105850165,4.377388534737583,4.535890867028575
SIP D/A-A/D,1715.8203125,4.2197312651736745,4.378517069060427,4.538293466647162
SIP D/A-A/D,1716.30859375,4.221780042061925,4.379636718886607,4.540682948868976
SIP D/A-A/D,1716.796875,4.223815899722322,4.380747034738604,4.54305840395707
SIP D/A-A/D,1717.28515625,4.225223113983198,4.381847571237232,4.5454189299580205
SIP D/A-A/D,1717.7734375,4.226107600677578,4.382937887335709,4.545531167498932
SIP D/A-A/D,1718.26171875,4.226963053976678,4.384017546550627,4.545392065562763
SIP D/A-A/D,1718.75,4.227788962897237,4.3850861171896796,4.545245632287141
SIP D/A-A/D,1719.23828125,4.228584830693947,4.386143172576071,4.545091564106104
SIP D/A-A/D,1719.7265625,4.229350175096721,4.38718829126951,4.544929563469289
SIP D/A-A/D,1720.21484375,4.230084528541984,4.388221057283664,4.5464835795630085
SIP D/A-A/D,1720.703125,4.230787438398035,4.389241060300033,4.549561795116314
SIP D/A-A/D,1721.19140625,4.231458467184334,4.39024789587808,4.552584287680527
SIP D/A-A/D,1721.6796875,4.232097192784736,4.391241165661601,4.555550146273736
SIP D/A-A/D,1722.16796875,4.232703208654595,4.39222047758121,4.557572960635099
SIP D/A-A/D,1722.65625,4.233276124021698,4.393185446052878,4.5582685146665956
SIP D/A-A/D,1723.14453125,4.233815564081043,4.3941356921724015,4.558935798174749
SIP D/A-A/D,1723.6328125,4.234321170183291,4.395070843905818,4.559574734929488
SIP D/A-A/D,1724.12109375,4.234792600017029,4.395990536275555,4.560185266048683
SIP D/A-A/D,1724.609375,4.235229527784653,4.39689441154243,4.560767349974413
SIP D/A-A/D,1725.09765625,4.2356316443719155,4.397782119383207,4.561320962440723
SIP D/A-A/D,1725.5859375,4.235998657511097,4.398653317063848,4.561846096432851
SIP D/A-A/D,1726.07421875,4.236330291937717,4.399507669608287,4.562342762138001
SIP D/A-A/D,1726.5625,4.237044332685028,4.400344849962667,4.562810986887652
SIP D/A-A/D,1727.05078125,4.237712497980429,4.400371915635493,4.5632508150914255
SIP D/A-A/D,1727.5390625,4.238322477112106,4.399577235440094,4.563662308162593
SIP D/A-A/D,1728.02734375,4.2388742460168904,4.398749619101522,4.564045544435234
SIP D/A-A/D,1728.515625,4.239367803320084,4.397889563820049,4.564400619073029
SIP D/A-A/D,1729.00390625,4.239803170326898,4.3969975832242625,4.564727643969826
SIP D/A-A/D,1729.4921875,4.2401803910064375,4.39607420715733,4.5650267476419275
SIP D/A-A/D,1729.98046875,4.240499531968285,4.395119981456107,4.565298075112162
SIP D/A-A/D,1730.46875,4.240760682431619,4.394135467723215,4.5655417877858655
SIP D/A-A/D,1730.95703125,4.240963954186902,4.393121243092105,4.565758063318633
SIP D/A-A/D,1731.4453125,4.241109481550131,4.392077899985087,4.565947095476098
SIP D/A-A/D,1731.93359375,4.241197421309638,4.391006045864383,4.566109093985647
SIP D/A-A/D,1732.421875,4.241227952665427,4.3899063029762395,4.566244284380149
SIP D/A-A/D,1732.91015625,4.241201277161035,4.388779308088128,4.566352907833783
SIP D/A-A/D,1733.3984375,4.241117618607935,4.38762571221906,4.5664352209899866
SIP D/A-A/D,1733.88671875,4.24097722300243,4.386446180363084,4.566491495781603
SIP D/A-A/D,1734.375,4.240780358435076,4.385241391205979,4.566522019243264
SIP D/A-A/D,1734.86328125,4.240527314992527,4.3855388721001365,4.566527093316063
SIP D/A-A/D,1735.3515625,4.240218404651919,4.385975590208689,4.566507034644641
SIP D/A-A/D,1735.83984375,4.239853961167643,4.386382486043662,4.566462174366675
SIP D/A-A/D,1736.328125,4.239434339950604,4.38675946677789,4.566392857894871
